0.2328236449, 0.0007727784667
0.2759763058, 0.001228632386
0.3286144196, 0.003241685366
0.4153772246, 0.005667128327
0.5249929472, 0.01081450040
0.5970203111, 0.01397598445
0.6424232744, 0.02022651266
0.7372419728, 0.02572470080
0.8268474990, 0.03082498693
0.9314075237, 0.04175978930
1.044270029, 0.05541470978
1.197757109, 0.07491139048
1.299817609, 0.09983019743
1.462923464, 0.1333181267
1.615637933, 0.1807973045
1.842713108, 0.2271226183
2.035164715, 0.2734352551
2.299588597, 0.3240342641
2.575361089, 0.3668527107
2.910838219, 0.4096747794
3.245352062, 0.4493806389
3.635625635, 0.4844221452
4.075683827, 0.5011878418
4.570912575, 0.5070658220
5.080924539, 0.5051632399
5.728811651, 0.4916006802
6.374851303, 0.4617011130
7.253132366, 0.4516417985
8.210662454, 0.4540237775
9.129372286, 0.4447331021
10.10794540, 0.4261082873
11.35456005, 0.3896019428
12.71327368, 0.3184864029
14.38935848, 0.2049901602
16.19821991, 0.1132675395
18.21519950, 0.04915305688
20.55502128, 0.01381506439
22.96161861, 0.002970811896
26.23763368, 0.0006902487276
30.95941907, -0.00002224939677
